"Component Status","Product","Reference","Source","Responsible","Start","End","Deadline","State","Quantity Producing","Quantity To Produce","Total Quantity","Product/Cost","Product/Sales Price"
"Available","[FURN_7800] Desk Combination","WH/MO/07473","","Default User Template","2024-05-03 01:00:00","2024-05-21 01:00:00","2024-07-11 01:00:00","","18.0","18.0","18.0","300.0","450.0"
"Available","[FURN_9666] Table","WH/MO/07513","","Default User Template","2024-05-03 01:00:00","2024-05-23 01:00:00","2024-06-20 01:00:00","","7.0","7.0","7.0","290.0","520.0"
"Available","[FURN_9666] Table","WH/MO/09283","","OdooBot","2024-05-03 01:00:00","2024-05-30 01:00:00","2024-08-03 01:00:00","","7.0","7.0","7.0","290.0","520.0"
"Available","[FURN_8522] Table Top","WH/MO/05173","SO-6173","Default User Template","2024-05-04 01:00:00","2024-06-05 01:00:00","2024-07-20 01:00:00","","19.0","19.0","19.0","240.0","380.0"
"","[FURN_8855] Drawer","WH/MO/04008","","Public user","2024-05-07 01:00:00","2024-05-23 01:00:00","2024-06-19 01:00:00","Done","5.0","5.0","5.0","100.0","110.5"
"","[FURN_8522] Table Top","WH/MO/00468","","Portal User Template","2024-05-08 01:00:00","2024-05-20 01:00:00","2024-06-15 01:00:00","Done","4.0","4.0","4.0","240.0","380.0"
"Available","[FURN_7023] Wood Panel","WH/MO/01773","","Portal User Template","2024-05-08 01:00:00","2024-06-15 01:00:00","2024-06-13 01:00:00","","10.0","10.0","10.0","80.0","100.0"
"Available","[FURN_8522] Table Top","WH/MO/02533","","OdooBot","2024-05-09 01:00:00","2024-06-18 01:00:00","2024-07-31 01:00:00","","9.0","9.0","9.0","240.0","380.0"
"","[FURN_7800] Desk Combination","WH/MO/09458","","Public user","2024-05-09 01:00:00","2024-05-25 01:00:00","2024-07-20 01:00:00","Done","20.0","20.0","20.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/00173","","Portal User Template","2024-05-10 01:00:00","2024-05-23 01:00:00","2024-06-25 01:00:00","","11.0","11.0","11.0","300.0","450.0"
"","[FURN_7023] Wood Panel","WH/MO/02388","SO-3388","Portal User Template","2024-05-10 01:00:00","2024-06-02 01:00:00","2024-07-31 01:00:00","Done","16.0","16.0","16.0","80.0","100.0"
"","[FURN_7023] Wood Panel","WH/MO/03538","","Mitchell Admin","2024-05-10 01:00:00","2024-06-06 01:00:00","2024-07-06 01:00:00","Done","1.0","1.0","1.0","80.0","100.0"
"","[FURN_7800] Desk Combination","WH/MO/02568","","OdooBot","2024-05-11 01:00:00","2024-06-11 01:00:00","2024-06-28 01:00:00","Done","6.0","6.0","6.0","300.0","450.0"
"Available","[FURN_8522] Table Top","WH/MO/09253","SO-10253","Public user","2024-05-13 01:00:00","2024-05-26 01:00:00","2024-06-27 01:00:00","","11.0","11.0","11.0","240.0","380.0"
"","[FURN_8855] Drawer","WH/MO/02968","","Default User Template","2024-05-14 01:00:00","2024-06-21 01:00:00","2024-07-17 01:00:00","Done","8.0","8.0","8.0","100.0","110.5"
"Available","[FURN_9666] Table","WH/MO/02913","","OdooBot","2024-05-15 01:00:00","2024-06-24 01:00:00","2024-08-08 01:00:00","","11.0","11.0","11.0","290.0","520.0"
"","[FURN_8522] Table Top","WH/MO/05528","","Default User Template","2024-05-16 01:00:00","2024-06-24 01:00:00","2024-08-16 01:00:00","Done","17.0","17.0","17.0","240.0","380.0"
"","[FURN_9666] Table","WH/MO/02588","","Default User Template","2024-05-17 01:00:00","2024-06-24 01:00:00","2024-08-19 01:00:00","Done","20.0","20.0","20.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/01003","","OdooBot","2024-05-18 01:00:00","2024-06-04 01:00:00","2024-07-21 01:00:00","","5.0","5.0","5.0","300.0","450.0"
"","[FURN_9666] Table","WH/MO/00548","","Default User Template","2024-05-19 01:00:00","2024-06-26 01:00:00","2024-07-01 01:00:00","Done","11.0","11.0","11.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/09333","","Public user","2024-05-19 01:00:00","2024-06-07 01:00:00","2024-06-23 01:00:00","","2.0","2.0","2.0","300.0","450.0"
"","[FURN_8522] Table Top","WH/MO/04438","SO-5438","Public user","2024-05-20 01:00:00","2024-06-12 01:00:00","2024-07-01 01:00:00","Done","5.0","5.0","5.0","240.0","380.0"
"Available","[FURN_8855] Drawer","WH/MO/09683","SO-10683","Mitchell Admin","2024-05-21 01:00:00","2024-06-26 01:00:00","2024-07-16 01:00:00","","6.0","6.0","6.0","100.0","110.5"
"","[FURN_9666] Table","WH/MO/00368","","Mitchell Admin","2024-05-22 01:00:00","2024-06-18 01:00:00","2024-07-21 01:00:00","Done","10.0","10.0","10.0","290.0","520.0"
"","[FURN_8522] Table Top","WH/MO/04898","SO-5898","Mitchell Admin","2024-05-23 01:00:00","2024-06-21 01:00:00","2024-08-13 01:00:00","Done","17.0","17.0","17.0","240.0","380.0"
"Available","[FURN_7800] Desk Combination","WH/MO/01603","","OdooBot","2024-05-25 01:00:00","2024-06-10 01:00:00","2024-08-14 01:00:00","","7.0","7.0","7.0","300.0","450.0"
"","[FURN_8855] Drawer","WH/MO/08978","","Default User Template","2024-05-25 01:00:00","2024-06-23 01:00:00","2024-07-26 01:00:00","Done","16.0","16.0","16.0","100.0","110.5"
"","[FURN_8522] Table Top","WH/MO/00198","","Public user","2024-05-29 01:00:00","2024-06-29 01:00:00","2024-08-31 01:00:00","Done","17.0","17.0","17.0","240.0","380.0"
"Available","[FURN_7023] Wood Panel","WH/MO/04733","","OdooBot","2024-05-29 01:00:00","2024-06-18 01:00:00","2024-08-09 01:00:00","","2.0","2.0","2.0","80.0","100.0"
"","[FURN_7800] Desk Combination","WH/MO/03488","","OdooBot","2024-05-30 01:00:00","2024-07-05 01:00:00","2024-07-27 01:00:00","Done","10.0","10.0","10.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/05793","SO-6793","Public user","2024-05-31 01:00:00","2024-06-28 01:00:00","2024-07-21 01:00:00","","11.0","11.0","11.0","300.0","450.0"
"","[FURN_7023] Wood Panel","WH/MO/02358","","Default User Template","2024-06-01 01:00:00","2024-06-17 01:00:00","2024-07-10 01:00:00","Done","1.0","1.0","1.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/04903","","Mitchell Admin","2024-06-01 01:00:00","2024-06-19 01:00:00","2024-07-23 01:00:00","","4.0","4.0","4.0","290.0","520.0"
"","[FURN_7023] Wood Panel","WH/MO/07208","SO-8208","Portal User Template","2024-06-01 01:00:00","2024-06-14 01:00:00","2024-08-05 01:00:00","Done","14.0","14.0","14.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/07753","","Default User Template","2024-06-01 01:00:00","2024-06-27 01:00:00","2024-08-11 01:00:00","","14.0","14.0","14.0","290.0","520.0"
"","[FURN_7023] Wood Panel","WH/MO/07868","","Portal User Template","2024-06-01 01:00:00","2024-06-23 01:00:00","2024-08-08 01:00:00","Done","20.0","20.0","20.0","80.0","100.0"
"","[FURN_9666] Table","WH/MO/04888","SO-5888","Portal User Template","2024-06-03 01:00:00","2024-06-27 01:00:00","2024-08-30 01:00:00","Done","12.0","12.0","12.0","290.0","520.0"
"Available","[FURN_8522] Table Top","WH/MO/07833","","Default User Template","2024-06-03 01:00:00","2024-06-27 01:00:00","2024-08-18 01:00:00","","9.0","9.0","9.0","240.0","380.0"
"","[FURN_7023] Wood Panel","WH/MO/08178","SO-9178","Mitchell Admin","2024-06-05 01:00:00","2024-06-23 01:00:00","2024-09-03 01:00:00","Done","6.0","6.0","6.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/06423","","Mitchell Admin","2024-06-07 01:00:00","2024-06-18 01:00:00","2024-08-19 01:00:00","","2.0","2.0","2.0","300.0","450.0"
"","[FURN_7800] Desk Combination","WH/MO/08888","","OdooBot","2024-06-07 01:00:00","2024-07-10 01:00:00","2024-07-17 01:00:00","Done","19.0","19.0","19.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/05253","SO-6253","Default User Template","2024-06-09 01:00:00","2024-07-08 01:00:00","2024-08-13 01:00:00","","7.0","7.0","7.0","300.0","450.0"
"","[FURN_8522] Table Top","WH/MO/00528","","Default User Template","2024-06-10 01:00:00","2024-07-07 01:00:00","2024-08-31 01:00:00","Done","1.0","1.0","1.0","240.0","380.0"
"","[FURN_7023] Wood Panel","WH/MO/03278","","Mitchell Admin","2024-06-10 01:00:00","2024-07-14 01:00:00","2024-07-24 01:00:00","Done","10.0","10.0","10.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/04553","","Portal User Template","2024-06-11 01:00:00","2024-06-23 01:00:00","2024-07-21 01:00:00","","16.0","16.0","16.0","290.0","520.0"
"Available","[FURN_8855] Drawer","WH/MO/07453","","Default User Template","2024-06-12 01:00:00","2024-07-21 01:00:00","2024-09-06 01:00:00","","16.0","16.0","16.0","100.0","110.5"
"Available","[FURN_7800] Desk Combination","WH/MO/01333","","Portal User Template","2024-06-14 01:00:00","2024-07-12 01:00:00","2024-08-26 01:00:00","","2.0","2.0","2.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/03233","","Public user","2024-06-16 01:00:00","2024-07-11 01:00:00","2024-08-04 01:00:00","","12.0","12.0","12.0","80.0","100.0"
"","[FURN_8522] Table Top","WH/MO/06878","SO-7878","OdooBot","2024-06-17 01:00:00","2024-07-10 01:00:00","2024-08-07 01:00:00","Done","12.0","12.0","12.0","240.0","380.0"
"","[FURN_8522] Table Top","WH/MO/07498","","Portal User Template","2024-06-17 01:00:00","2024-07-04 01:00:00","2024-08-16 01:00:00","Done","3.0","3.0","3.0","240.0","380.0"
"Available","[FURN_8855] Drawer","WH/MO/04603","","OdooBot","2024-06-18 01:00:00","2024-07-08 01:00:00","2024-08-16 01:00:00","","15.0","15.0","15.0","100.0","110.5"
"","[FURN_7800] Desk Combination","WH/MO/00228","","Portal User Template","2024-06-19 01:00:00","2024-07-23 01:00:00","2024-08-31 01:00:00","Done","19.0","19.0","19.0","300.0","450.0"
"Available","[FURN_9666] Table","WH/MO/00933","","Default User Template","2024-06-19 01:00:00","2024-07-23 01:00:00","2024-07-31 01:00:00","","9.0","9.0","9.0","290.0","520.0"
"","[FURN_7800] Desk Combination","WH/MO/03658","SO-4658","OdooBot","2024-06-19 01:00:00","2024-07-10 01:00:00","2024-09-05 01:00:00","Done","4.0","4.0","4.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/06753","","Default User Template","2024-06-19 01:00:00","2024-07-21 01:00:00","2024-09-06 01:00:00","","4.0","4.0","4.0","80.0","100.0"
"","[FURN_7800] Desk Combination","WH/MO/02648","SO-3648","Mitchell Admin","2024-06-20 01:00:00","2024-07-28 01:00:00","2024-09-24 01:00:00","Done","10.0","10.0","10.0","300.0","450.0"
"Available","[FURN_9666] Table","WH/MO/06353","","Portal User Template","2024-06-20 01:00:00","2024-07-05 01:00:00","2024-09-14 01:00:00","","14.0","14.0","14.0","290.0","520.0"
"","[FURN_8855] Drawer","WH/MO/03228","SO-4228","Portal User Template","2024-06-21 01:00:00","2024-07-08 01:00:00","2024-08-27 01:00:00","Done","18.0","18.0","18.0","100.0","110.5"
"Available","[FURN_8855] Drawer","WH/MO/04313","","OdooBot","2024-06-21 01:00:00","2024-07-24 01:00:00","2024-09-18 01:00:00","","19.0","19.0","19.0","100.0","110.5"
"","[FURN_7800] Desk Combination","WH/MO/04698","","Default User Template","2024-06-21 01:00:00","2024-07-22 01:00:00","2024-08-22 01:00:00","Done","11.0","11.0","11.0","300.0","450.0"
"","[FURN_7023] Wood Panel","WH/MO/05818","","Public user","2024-06-22 01:00:00","2024-07-22 01:00:00","2024-08-25 01:00:00","Done","10.0","10.0","10.0","80.0","100.0"
"","[FURN_9666] Table","WH/MO/06018","SO-7018","Portal User Template","2024-06-23 01:00:00","2024-07-15 01:00:00","2024-09-09 01:00:00","Done","16.0","16.0","16.0","290.0","520.0"
"","[FURN_8855] Drawer","WH/MO/01378","","Portal User Template","2024-06-25 01:00:00","2024-07-17 01:00:00","2024-08-05 01:00:00","Done","13.0","13.0","13.0","100.0","110.5"
"Available","[FURN_7800] Desk Combination","WH/MO/03173","","Mitchell Admin","2024-06-25 01:00:00","2024-07-30 01:00:00","2024-08-31 01:00:00","","10.0","10.0","10.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/03713","","Public user","2024-06-25 01:00:00","2024-07-18 01:00:00","2024-08-28 01:00:00","","12.0","12.0","12.0","300.0","450.0"
"Available","[FURN_9666] Table","WH/MO/05613","","Portal User Template","2024-06-25 01:00:00","2024-07-13 01:00:00","2024-09-12 01:00:00","","14.0","14.0","14.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/09423","","Mitchell Admin","2024-06-25 01:00:00","2024-07-10 01:00:00","2024-09-19 01:00:00","","11.0","11.0","11.0","300.0","450.0"
"Available","[FURN_7023] Wood Panel","WH/MO/05893","","Public user","2024-06-26 01:00:00","2024-07-23 01:00:00","2024-08-24 01:00:00","","19.0","19.0","19.0","80.0","100.0"
"Available","[FURN_9666] Table","WH/MO/08813","","Default User Template","2024-06-26 01:00:00","2024-07-15 01:00:00","2024-08-20 01:00:00","","14.0","14.0","14.0","290.0","520.0"
"Available","[FURN_7800] Desk Combination","WH/MO/01433","","Public user","2024-06-27 01:00:00","2024-07-18 01:00:00","2024-09-20 01:00:00","","12.0","12.0","12.0","300.0","450.0"
"Available","[FURN_8522] Table Top","WH/MO/02523","","Mitchell Admin","2024-06-27 01:00:00","2024-08-04 01:00:00","2024-09-03 01:00:00","","1.0","1.0","1.0","240.0","380.0"
"","[FURN_7023] Wood Panel","WH/MO/07458","","Portal User Template","2024-06-27 01:00:00","2024-07-24 01:00:00","2024-08-21 01:00:00","Done","11.0","11.0","11.0","80.0","100.0"
"","[FURN_7023] Wood Panel","WH/MO/07468","","Default User Template","2024-06-27 01:00:00","2024-07-09 01:00:00","2024-08-24 01:00:00","Done","5.0","5.0","5.0","80.0","100.0"
"","[FURN_8855] Drawer","WH/MO/07588","","Public user","2024-06-28 01:00:00","2024-07-12 01:00:00","2024-09-07 01:00:00","Done","18.0","18.0","18.0","100.0","110.5"
"","[FURN_7023] Wood Panel","WH/MO/03328","","OdooBot","2024-06-29 01:00:00","2024-07-14 01:00:00","2024-08-17 01:00:00","Done","1.0","1.0","1.0","80.0","100.0"
"","[FURN_8522] Table Top","WH/MO/09618","","Default User Template","2024-06-30 01:00:00","2024-07-31 01:00:00","2024-10-02 01:00:00","Done","4.0","4.0","4.0","240.0","380.0"
"","[FURN_7023] Wood Panel","WH/MO/08238","","Portal User Template","2024-07-03 01:00:00","2024-07-31 01:00:00","2024-09-08 01:00:00","Done","5.0","5.0","5.0","80.0","100.0"
"Available","[FURN_7023] Wood Panel","WH/MO/03273","SO-4273","OdooBot","2024-07-04 01:00:00","2024-07-25 01:00:00","2024-10-04 01:00:00","","2.0","2.0","2.0","80.0","100.0"
"","[FURN_8522] Table Top","WH/MO/04158","SO-5158","Default User Template","2024-07-05 01:00:00","2024-08-08 01:00:00","2024-08-26 01:00:00","Done","3.0","3.0","3.0","240.0","380.0"
"Available","[FURN_8855] Drawer","WH/MO/08393","","OdooBot","2024-07-06 01:00:00","2024-07-23 01:00:00","2024-08-25 01:00:00","","19.0","19.0","19.0","100.0","110.5"
"Available","[FURN_8855] Drawer","WH/MO/00343","","Mitchell Admin","2024-07-07 01:00:00","2024-08-03 01:00:00","2024-09-16 01:00:00","","4.0","4.0","4.0","100.0","110.5"
"","[FURN_7800] Desk Combination","WH/MO/01288","","OdooBot","2024-07-08 01:00:00","2024-07-26 01:00:00","2024-10-12 01:00:00","Done","13.0","13.0","13.0","300.0","450.0"
"","[FURN_9666] Table","WH/MO/05198","SO-6198","Default User Template","2024-07-08 01:00:00","2024-08-09 01:00:00","2024-10-01 01:00:00","Done","5.0","5.0","5.0","290.0","520.0"
"Available","[FURN_7023] Wood Panel","WH/MO/03103","SO-4103","Default User Template","2024-07-10 01:00:00","2024-08-02 01:00:00","2024-10-10 01:00:00","","15.0","15.0","15.0","80.0","100.0"
"","[FURN_8522] Table Top","WH/MO/04048","","Portal User Template","2024-07-13 01:00:00","2024-08-20 01:00:00","2024-09-03 01:00:00","Done","11.0","11.0","11.0","240.0","380.0"
"","[FURN_8855] Drawer","WH/MO/05578","","OdooBot","2024-07-13 01:00:00","2024-08-09 01:00:00","2024-09-06 01:00:00","Done","12.0","12.0","12.0","100.0","110.5"
"","[FURN_9666] Table","WH/MO/06328","SO-7328","Mitchell Admin","2024-07-13 01:00:00","2024-07-29 01:00:00","2024-09-07 01:00:00","Done","8.0","8.0","8.0","290.0","520.0"
"","[FURN_8855] Drawer","WH/MO/07058","","Default User Template","2024-07-13 01:00:00","2024-08-14 01:00:00","2024-09-27 01:00:00","Done","10.0","10.0","10.0","100.0","110.5"
"","[FURN_7023] Wood Panel","WH/MO/08188","","OdooBot","2024-07-13 01:00:00","2024-07-24 01:00:00","2024-09-11 01:00:00","Done","10.0","10.0","10.0","80.0","100.0"
"Available","[FURN_7800] Desk Combination","WH/MO/06063","SO-7063","OdooBot","2024-07-14 01:00:00","2024-08-24 01:00:00","2024-10-12 01:00:00","","7.0","7.0","7.0","300.0","450.0"
"Available","[FURN_8855] Drawer","WH/MO/07813","","OdooBot","2024-07-15 01:00:00","2024-08-19 01:00:00","2024-09-22 01:00:00","","16.0","16.0","16.0","100.0","110.5"
"","[FURN_9666] Table","WH/MO/07288","SO-8288","Portal User Template","2024-07-17 01:00:00","2024-08-11 01:00:00","2024-09-07 01:00:00","Done","15.0","15.0","15.0","290.0","520.0"
"Available","[FURN_9666] Table","WH/MO/09963","SO-10963","Portal User Template","2024-07-17 01:00:00","2024-08-20 01:00:00","2024-08-27 01:00:00","","8.0","8.0","8.0","290.0","520.0"
"","[FURN_9666] Table","WH/MO/00358","","Portal User Template","2024-07-18 01:00:00","2024-08-25 01:00:00","2024-09-16 01:00:00","Done","17.0","17.0","17.0","290.0","520.0"
"Available","[FURN_8522] Table Top","WH/MO/02243","SO-3243","Portal User Template","2024-07-18 01:00:00","2024-08-12 01:00:00","2024-09-22 01:00:00","","2.0","2.0","2.0","240.0","380.0"
"","[FURN_7023] Wood Panel","WH/MO/09818","SO-10818","Mitchell Admin","2024-07-18 01:00:00","2024-08-22 01:00:00","2024-09-24 01:00:00","Done","20.0","20.0","20.0","80.0","100.0"
"","[FURN_9666] Table","WH/MO/02788","SO-3788","Portal User Template","2024-07-19 01:00:00","2024-08-15 01:00:00","2024-09-26 01:00:00","Done","18.0","18.0","18.0","290.0","520.0"
"","[FURN_8522] Table Top","WH/MO/05458","","Portal User Template","2024-07-22 01:00:00","2024-08-26 01:00:00","2024-09-24 01:00:00","Done","9.0","9.0","9.0","240.0","380.0"
"Available","[FURN_7800] Desk Combination","WH/MO/09453","","Portal User Template","2024-07-22 01:00:00","2024-08-09 01:00:00","2024-10-04 01:00:00","","18.0","18.0","18.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/08663","","Public user","2024-07-23 01:00:00","2024-08-17 01:00:00","2024-09-21 01:00:00","","12.0","12.0","12.0","300.0","450.0"
"","[FURN_7800] Desk Combination","WH/MO/00968","","Portal User Template","2024-07-24 01:00:00","2024-08-09 01:00:00","2024-09-01 01:00:00","Done","1.0","1.0","1.0","300.0","450.0"
"","[FURN_7800] Desk Combination","WH/MO/01758","","Mitchell Admin","2024-07-24 01:00:00","2024-08-15 01:00:00","2024-09-19 01:00:00","Done","6.0","6.0","6.0","300.0","450.0"
"Available","[FURN_7800] Desk Combination","WH/MO/03753","","Default User Template","2024-07-24 01:00:00","2024-08-29 01:00:00","2024-09-24 01:00:00","","2.0","2.0","2.0","300.0","450.0"
"","[FURN_8522] Table Top","WH/MO/07538","","OdooBot","2024-07-25 01:00:00","2024-08-11 01:00:00","2024-10-10 01:00:00","Done","2.0","2.0","2.0","240.0","380.0"
"","[FURN_8855] Drawer","WH/MO/04668","","OdooBot","2024-07-26 01:00:00","2024-08-26 01:00:00","2024-09-23 01:00:00","Done","1.0","1.0","1.0","100.0","110.5"
"","[FURN_8522] Table Top","WH/MO/02418","SO-3418","Default User Template","2024-07-27 01:00:00","2024-09-02 01:00:00","2024-09-08 01:00:00","Done","14.0","14.0","14.0","240.0","380.0"
"Available","[FURN_7023] Wood Panel","WH/MO/09613","SO-10613","Mitchell Admin","2024-07-28 01:00:00","2024-08-21 01:00:00","2024-10-23 01:00:00","","18.0","18.0","18.0","80.0","100.0"
"","[FURN_9666] Table","WH/MO/04548","SO-5548","Portal User Template","2024-07-30 01:00:00","2024-08-13 01:00:00","2024-09-27 01:00:00","Done","6.0","6.0","6.0","290.0","520.0"
"Available","[FURN_7023] Wood Panel","WH/MO/05263","SO-6263","OdooBot","2024-07-30 01:00:00","2024-09-01 01:00:00","2024-10-21 01:00:00","","20.0","20.0","20.0","80.0","100.0"
"","[FURN_7023] Wood Panel","WH/MO/02308","SO-3308","Portal User Template","2024-08-01 01:00:00","2024-09-04 01:00:00","2024-09-27 01:00:00","Done","5.0","5.0","5.0","80.0","100.0"
"","[FURN_8855] Drawer","WH/MO/06858","","Mitchell Admin","2024-08-01 01:00:00","2024-08-16 01:00:00","2024-10-12 01:00:00","Done","17.0","17.0","17.0","100.0","110.5"
"Available","[FURN_7800] Desk Combination","WH/MO/06693","","Mitchell Admin","2024-08-02 01:00:00","2024-09-05 01:00:00","2024-10-26 01:00:00","","4.0","4.0","4.0","300.0","450.0"
"","[FURN_8855] Drawer","WH/MO/09268","","Mitchell Admin","2024-08-02 01:00:00","2024-08-30 01:00:00","2024-09-09 01:00:00","Done","3.0","3.0","3.0","100.0","110.5"
